"sppid","species","scinam","rank","spp_code","tsnid","ndet","nsite","map.det","useavail.north","veghf.north","useavail.south","soilhf.south","map.pred","origin","nonnative","comments"
"Ranunculus.aquatilis","White Water Crowfoot","Ranunculus aquatilis","Species","RanunculusAquatilis",99005313,15,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Ranunculus.cardiophyllus","Heart Leaved Buttercup","Ranunculus cardiophyllus","Species","RanunculusCardiophyllus",99004790,5,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Ranunculus.cymbalaria","Seaside Buttercup","Ranunculus cymbalaria","Species","RanunculusCymbalaria",99004791,82,40,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Ranunculus.gmelinii","Yellow Water Crowfoot","Ranunculus gmelinii","Species","RanunculusGmelinii",99004794,78,47,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Ranunculus.hyperboreus","Boreal Buttercup","Ranunculus hyperboreus","Species","RanunculusHyperboreus",99004795,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Ranunculus.lapponicus","Lapland Buttercup","Ranunculus lapponicus","Species","RanunculusLapponicus",99004797,114,61,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Ranunculus.macounii","Macoun's Buttercup","Ranunculus macounii","Species","RanunculusMacounii",99004798,131,72,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Ranunculus.pedatifidus","Northern Buttercup","Ranunculus pedatifidus","Species","RanunculusPedatifidus",99004799,8,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Ranunculus.pensylvanicus","Bristly Buttercup","Ranunculus pensylvanicus","Species","RanunculusPensylvanicus",99004800,13,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Ranunculus.repens","Creeping Buttercup","Ranunculus repens","Species","RanunculusRepens",99004801,4,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Ranunculus.sceleratus","Celery Leaved Buttercup","Ranunculus sceleratus","Species","RanunculusSceleratus",99004802,65,37,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Ranunculus.uncinatus","Hairy Buttercup","Ranunculus uncinatus","Species","RanunculusUncinatus",99004803,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Ratibida.columnifera","Prairie Coneflower","Ratibida columnifera","Species","RatibidaColumnifera",99004585,256,91,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Rhamnus.alnifolia","Alder Leaved Buckthorn","Rhamnus alnifolia","Species","RhamnusAlnifolia",99003581,28,19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Rheum.rhabarbarum","Rhubarb","Rheum rhabarbarum","Species","RheumRhabarbarum",99002059,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Rhinanthus.minor",NA,"Rhinanthus minor","Species","RhinanthusMinor",99004975,140,66,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Rhododendron","Labrador Tea","Rhododendron","Genus","Rhododendron",99004670,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Rhododendron.albiflorum","White Flowered Rhododendron","Rhododendron albiflorum","Species","RhododendronAlbiflorum",99004671,23,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Rhododendron.groenlandicum","Common Labrador Tea","Rhododendron groenlandicum","Species","RhododendronGroenlandicum",99002811,2205,687,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Rhododendron.tomentosum","Marsh Labrador Tea","Rhododendron tomentosum","Species","RhododendronTomentosum",99000271,103,33,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Rhus.trilobata","Skunkbush","Rhus trilobata","Species","RhusTrilobata",99005282,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Ribes","Currants","Ribes","Genus","Ribes",99005194,37,21,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Ribes.americanum","Wild Black Currant","Ribes americanum","Species","RibesAmericanum",99005195,78,44,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Ribes.aureum","Golden Currant","Ribes aureum","Species","RibesAureum",99005196,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Ribes.glandulosum","Skunk Currant","Ribes glandulosum","Species","RibesGlandulosum",99005197,437,208,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Ribes.oxyacanthoides","Wild Gooseberry","Ribes oxyacanthoides","Species","RibesHirtellum",99005198,1438,530,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Ribes.hudsonianum","Northern Black Currant","Ribes hudsonianum","Species","RibesHudsonianum",99005199,373,177,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Ribes.lacustre","Bristly Black Currant","Ribes lacustre","Species","RibesLacustre",99005201,633,282,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Ribes.triste","Wild Red Currant","Ribes triste","Species","RibesTriste",99005203,1222,445,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Rorippa","Yellow Cresses","Rorippa","Genus","Rorippa",99001989,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Rorippa.palustris","Marsh Yellow Cress","Rorippa palustris","Species","RorippaPalustris",99001992,76,41,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Rorippa.sylvestris","Creeping Yellow Cress","Rorippa sylvestris","Species","RorippaSylvestris",99001991,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Rosa","Roses","Rosa","Genus","Rosa",99003642,13,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Rosa.acicularis.woodsii","Prickly Rose","Rosa acicularis/woodsii","Species","RosaAcicularis",99003644,3339,1003,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Rosa.arkansana","Prairie Rose","Rosa arkansana","Species","RosaArkansana",99003645,390,138,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Rosa.rugosa","Rugosa Rose","Rosa rugosa","Species","RosaRugosa",99003643,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Rubus.arcticus","Dwarf Raspberry","Rubus arcticus","Species","RubusArcticus",99003599,766,274,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Rubus.chamaemorus","Cloudberry","Rubus chamaemorus","Species","RubusChamaemorus",99003600,889,298,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Rubus.idaeus","Wild Red Raspberry","Rubus idaeus","Species","RubusIdaeus",99003601,1815,610,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Rubus.parviflorus","Thimbleberry","Rubus parviflorus","Species","RubusParviflorus",99003602,27,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Rubus.pedatus","Dwarf Bramble","Rubus pedatus","Species","RubusPedatus",99003603,74,22,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Rubus.pubescens","Dewberry","Rubus pubescens","Species","RubusPubescens",99003604,2070,647,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Rudbeckia.hirta","Black-eyed Susan","Rudbeckia hirta","Species","RudbeckiaHirta",99003186,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Rumex","Docks and Sorrels","Rumex","Genus","Rumex",99002045,64,34,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA
"Rumex.acetosella","Sheep Sorrel","Rumex acetosella","Species","RumexAcetosella",99002046,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Rumex.britannica","Water Dock","Rumex britannica","Species","RumexBritannica",99002050,12,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Rumex.confertus","Dock Species","Rumex confertus","Species","RumexConfertus",99005173,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Rumex.crispus.pseudonatronatus","Curled Dock","Rumex crispus/pseudonatronatus","Species","RumexCrispus",99002048,288,124,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Rumex.fueginus","Golden Dock","Rumex fueginus","Species","RumexFueginus",99002052,28,20,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Rumex.longifolius","Dooryard Dock","Rumex longifolius","Species","RumexLongifolius",99003204,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Rumex.occidentalis","Western Dock","Rumex occidentalis","Species","RumexOccidentalis",99002049,220,108,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Rumex.stenophyllus","Narrow Leaved Field Dock","Rumex stenophyllus","Species","RumexStenophyllus",99002054,12,6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Rumex.triangulivalvis","Narrow Leaved Dock","Rumex triangulivalvis","Species","RumexTriangulivalvis",99002051,67,35,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Rumex.venosus","Wild Begonia","Rumex venosus","Species","RumexVenosus",99002047,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Sagittaria.cuneata","Arum Leaved Arrowhead","Sagittaria cuneata","Species","SagittariaCuneata",99002735,24,10,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Sagittaria.latifolia","Broad Leaved Arrowhead","Sagittaria latifolia","Species","SagittariaLatifolia",99002736,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Salicornia.rubra","Samphire","Salicornia rubra","Species","SalicorniaRubra",99004256,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Salix","Willows","Salix","Genus","Salix",99003484,886,337,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Salix.amygdaloides","Peach Leaved Willow","Salix amygdaloides","Species","SalixAmygdaloides",99003491,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Salix.arbusculoides","Shrubby Willow","Salix arbusculoides","Species","SalixArbusculoides",99003492,166,71,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Salix.athabascensis","Athabasca Willow","Salix athabascensis","Species","SalixAthabascensis",99003494,113,45,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Salix.bebbiana","Beaked Willow","Salix bebbiana","Species","SalixBebbiana",99003496,1500,547,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Salix.myrtillifolia","Booth's Willow","Salix myrtillifolia","Species","SalixBoothii",99003497,448,164,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Salix.brachycarpa","Short Capsuled Willow","Salix brachycarpa","Species","SalixBrachycarpa",99003498,25,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Salix.candida","Hoary Willow","Salix candida","Species","SalixCandida",99003499,134,53,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Salix.discolor","Pussy Willow","Salix discolor","Species","SalixDiscolor",99003501,252,113,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Salix.drummondiana","Drummond's Willow","Salix drummondiana","Species","SalixDrummondiana",99003502,23,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Salix.exigua.sensu.lato","Sandbar Willow","Salix exigua sensu lato","Species","SalixExigua",99003503,65,26,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Salix.famelica","Yellow Willow","Salix famelica","Species","SalixFamelica",99003504,26,12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Salix.farriae","Farr's Willow","Salix farriae","Species","SalixFarriae",99003486,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Salix.glauca","Smooth Willow","Salix glauca","Species","SalixGlauca",99003505,178,71,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Salix.lasiandra","Shining Willow","Salix lasiandra","Species","SalixLasiandra",99003507,67,35,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Salix.maccalliana","Velvet Fruited Willow","Salix maccalliana","Species","SalixMaccalliana",99003509,142,60,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Salix.pedicellaris","Bog Willow","Salix pedicellaris","Species","SalixPedicellaris",99003511,251,96,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Salix.petiolaris","Basket Willow","Salix petiolaris","Species","SalixPetiolaris",99003512,251,107,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Salix.planifolia","Flat Leaved Willow","Salix planifolia","Species","SalixPlanifolia",99003513,679,257,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Salix.prolixa","Mackenzie's Willow","Salix prolixa","Species","SalixProlixa",99003514,25,12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Salix.pseudomonticola","False Mountain Willow","Salix pseudomonticola","Species","SalixPseudomonticola",99003515,108,40,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Salix.pseudomyrsinites","Firmleaf Willow","Salix pseudomyrsinites","Species","SalixPseudomyrsinites",99003516,199,83,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Salix.pyrifolia","Balsam Willow","Salix pyrifolia","Species","SalixPyrifolia",99003517,395,170,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Salix.scouleriana","Scouler's Willow","Salix scouleriana","Species","SalixScouleriana",99003519,254,112,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Salix.serissima","Autumn Willow","Salix serissima","Species","SalixSerissima",99003520,61,26,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Salix.stolonifera","Willow","Salix stolonifera","Species","SalixStolonifera",99003522,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Salix.vestita","Rock Willow","Salix vestita","Species","SalixVestita",99003523,18,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Salsola","Russian Thistles","Salsola","Genus","Salsola",99004257,11,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Salsola.tragus.collina","Prickly Russian Thistle","Salsola tragus/collina","Species","SalsolaTragus",99004258,100,40,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Salvia.nemorosa","Wood Sage","Salvia nemorosa","Species","SalviaNemorosa",99003202,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Sambucus.racemosa","Red Elderberry","Sambucus racemosa","Species","SambucusRacemosa",99002750,5,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Sanicula.marilandica","Snakeroot","Sanicula marilandica","Species","SaniculaMarilandica",99004734,114,49,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Sarcobatus.vermiculatus","Greasewood","Sarcobatus vermiculatus","Species","SarcobatusVermiculatus",99005103,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Sarracenia.purpurea","Pitcher Plant","Sarracenia purpurea","Species","SarraceniaPurpurea",99002079,24,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Saussurea.nuda","Dwarf Saw Wort","Saussurea nuda","Species","SaussureaNuda",99004471,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Saxifraga","Saxifrages","Saxifraga","Genus","Saxifraga",99005224,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Saxifraga.cernua","Nodding Saxifrage","Saxifraga cernua","Species","SaxifragaCernua",99005227,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Saxifraga.cespitosa","Tufted Saxifrage","Saxifraga cespitosa","Species","SaxifragaCespitosa",99005225,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Saxifraga.oppositifolia","Purple Saxifrage","Saxifraga oppositifolia","Species","SaxifragaOppositifolia",99005230,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Saxifraga.tricuspidata","Three Toothed Saxifrage","Saxifraga tricuspidata","Species","SaxifragaTricuspidata",99005231,33,16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Schedonnardus.paniculatus","Tumble Grass","Schedonnardus paniculatus","Species","SchedonnardusPaniculatus",99005174,6,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Schedonorus.arundinaceus","Tall Fescue","Schedonorus arundinaceus","Species","SchedonorusArundinaceus",99003940,12,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Schedonorus.pratensis","Meadow Fescue","Schedonorus pratensis","Species","SchedonorusPratensis",99003941,19,9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Scheuchzeria.palustris","Scheuchzeria","Scheuchzeria palustris","Species","ScheuchzeriaPalustris",99005014,15,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Schizachne.purpurascens","Purple Oat Grass","Schizachne purpurascens","Species","SchizachnePurpurascens",99004075,200,97,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Schoenoplectus.acutus","Hardstem Bulrush","Schoenoplectus acutus","Species","SchoenoplectusAcutus",99004227,28,14,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Schoenoplectus.pungens","Common Threesquare","Schoenoplectus pungens","Species","SchoenoplectusPungens",99004229,25,10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Schoenoplectus.tabernaemontani","Common Great Bulrush","Schoenoplectus tabernaemontani","Species","SchoenoplectusTabernaemontani",99004230,48,27,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Scirpus.cyperinus","Wool Grass","Scirpus cyperinus","Species","ScirpusCyperinus",99004232,37,16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Scirpus.microcarpus","Small Fruited Bulrush","Scirpus microcarpus","Species","ScirpusMicrocarpus",99004233,99,53,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Scolochloa.festucacea","Spangletop","Scolochloa festucacea","Species","ScolochloaFestucacea",99004077,26,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Scutellaria.galericulata","Marsh Skullcap","Scutellaria galericulata","Species","ScutellariaGalericulata",99002674,337,155,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Secale.cereale","Rye","Secale cereale","Species","SecaleCereale",99003191,8,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Sedum","Stonecrops","Sedum","Genus","Sedum",99005238,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Sedum.kamtschaticum","Kamchatka Stonecrop","Sedum kamtschaticum","Species","SedumKamtschaticum",99005436,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Sedum.lanceolatum","Lance Leaved Stonecrop","Sedum lanceolatum","Species","SedumLanceolatum",99005239,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Selaginella.densa","Prairie Selaginella","Selaginella densa","Species","SelaginellaDensa",17076,458,134,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Senecio","Groundsels and Ragworts","Senecio","Genus","Senecio",99004472,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Senecio.eremophilus","Cut Leaved Ragwort","Senecio eremophilus","Species","SenecioEremophilus",99004474,47,30,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Senecio.integerrimus","Entire Leaved Groundsel","Senecio integerrimus","Species","SenecioIntegerrimus",99004475,12,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Senecio.lugens","Black Tipped Groundsel","Senecio lugens","Species","SenecioLugens",99004476,12,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Senecio.triangularis","Brook Ragwort","Senecio triangularis","Species","SenecioTriangularis",99004477,23,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Senecio.vulgaris","Common Groundsel","Senecio vulgaris","Species","SenecioVulgaris",99004478,109,50,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Setaria","Foxtails","Setaria","Genus","Setaria",99003942,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Setaria.pumila","Yellow Bristlegrass","Setaria pumila","Species","SetariaPumila",99003944,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Setaria.viridis","Green Foxtail","Setaria viridis","Species","SetariaViridis",99003945,76,27,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Shepherdia.argentea","Thorny Buffaloberry","Shepherdia argentea","Species","ShepherdiaArgentea",99003671,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Shepherdia.canadensis","Canada Buffaloberry","Shepherdia canadensis","Species","ShepherdiaCanadensis",99003672,1145,426,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Sibbaldia.procumbens","Sibbaldia","Sibbaldia procumbens","Species","SibbaldiaProcumbens",99003606,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Sibbaldiopsis.tridentata","Three Toothed Cinquefoil","Sibbaldiopsis tridentata","Species","SibbaldiopsisTridentata",99003608,158,75,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Silene","Campions and Catchflies","Silene","Genus","Silene",99004303,7,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Silene.acaulis","Moss Campion","Silene acaulis","Species","SileneAcaulis",99004305,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Silene.conoidea","Catchfly","Silene conoidea","Species","SileneConoidea",99004304,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Silene.drummondii","Drummond's Cockle","Silene drummondii","Species","SileneDrummondii",99004306,42,27,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Silene.latifolia","Bladder Campion","Silene latifolia","Species","SileneLatifolia",99004307,77,37,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Silene.noctiflora","Night Flowering Catchfly","Silene noctiflora","Species","SileneNoctiflora",99004309,25,15,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Silene.uralensis","Nodding Campion","Silene uralensis","Species","SileneUralensis",99004311,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Sinapis.alba","White Mustard","Sinapis alba","Species","SinapisAlba",99002801,10,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Sinapis.arvensis","Wild Mustard","Sinapis arvensis","Species","SinapisArvensis",99001985,35,14,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Sisymbrium","Hedge Mustards","Sisymbrium","Genus","Sisymbrium",99001976,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Sisymbrium.altissimum.loeselii","Tumbling Mustard","Sisymbrium altissimum/loeselii","Species","SisymbriumAltissimum",99001977,57,34,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Sisyrinchium.montanum","Common Blue Eyed Grass","Sisyrinchium montanum","Species","SisyrinchiumMontanum",99003804,202,106,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Sisyrinchium.septentrionale","Pale Blue Eyed Grass","Sisyrinchium septentrionale","Species","SisyrinchiumSeptentrionale",99003805,11,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Sium.suave","Water Parsnip","Sium suave","Species","SiumSuave",99004736,118,72,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Smelowskia.americana","Alpine Smelowskia","Smelowskia americana","Species","SmelowskiaAmericana",99005270,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Solanum.lycopersicum","Tomato","Solanum lycopersicum","Species","SolanumLycopersicum",99005437,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Solanum.nigrum",NA,"Solanum nigrum","Species","SolanumNigrum",99005055,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Solanum.sarrachoides","Hairy Nightshade","Solanum sarrachoides","Species","SolanumSarrachoides",99003190,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Solanum.triflorum","Wild Tomato","Solanum triflorum","Species","SolanumTriflorum",99005056,48,27,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Solanum.tuberosum","Irish Potato","Solanum tuberosum","Species","SolanumTuberosum",99005057,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Solidago","Goldenrods","Solidago","Genus","Solidago",99004481,66,40,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA
