"sppid","species","scinam","rank","spp_code","tsnid","ndet","nsite","map.det","useavail.north","veghf.north","useavail.south","soilhf.south","map.pred","origin","nonnative","comments"
"Chenopodium.other.","Narrowleaf Goosefoot","Chenopodium other ","Species","ChenopodiumDesiccatum",99003213,126,62,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Chenopodium.glaucum","Oakleaf Goosefoot","Chenopodium glaucum","Species","ChenopodiumGlaucum",99000265,38,21,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Ericaceae","Prince's Pine","Ericaceae","Species","ChimaphilaUmbellata",99004667,7,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Chrysosplenium.tetrandrum.iowense","Golden Saxifrage","Chrysosplenium tetrandrum/iowense","Species","ChrysospleniumIowense",99005235,61,39,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Cichorium.intybus","Chicory","Cichorium intybus","Species","CichoriumIntybus",99004555,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Cicuta.bulbifera","Bulb Bearing Water Hemlock","Cicuta bulbifera","Species","CicutaBulbifera",99004727,40,23,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Cicuta.maculata","Spotted Water Hemlock","Cicuta maculata","Species","CicutaMaculata",99004729,175,85,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Cicuta.virosa","Narrow Leaved Water Hemlock","Cicuta virosa","Species","CicutaVirosa",99004728,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Cinna.latifolia","Drooping Wood Reed","Cinna latifolia","Species","CinnaLatifolia",99004008,53,25,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Circaea.alpina","Small Enchanter's Nightshade","Circaea alpina","Species","CircaeaAlpina",99003577,172,71,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Cirsium","Thistles","Cirsium","Genus","Cirsium",99004392,20,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA
"Cirsium.arvense","Creeping Thistle","Cirsium arvense","Species","CirsiumArvense",99004393,1277,452,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Cirsium.drummondii","Drummond's Thistle","Cirsium drummondii","Species","CirsiumDrummondii",99004394,17,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Cirsium.flodmanii","Flodman's Thistle","Cirsium flodmanii","Species","CirsiumFlodmanii",99004395,219,92,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Cirsium.foliosum","Leafy Thistle","Cirsium foliosum","Species","CirsiumFoliosum",99004396,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Cirsium.undulatum","Wavy Leaved Thistle","Cirsium undulatum","Species","CirsiumUndulatum",99004398,117,49,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Cirsium.vulgare","Bull Thistle","Cirsium vulgare","Species","CirsiumVulgare",99004399,67,31,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Claytonia.lanceolata","Western Spring Beauty","Claytonia lanceolata","Species","ClaytoniaLanceolata",99004243,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Clematis","Virgin's Bowers","Clematis","Genus","Clematis",99004778,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Clematis.occidentalis","Purple Clematis","Clematis occidentalis","Species","ClematisOccidentalis",99004779,19,11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Collomia.linearis","Narrow Leaved Collomia","Collomia linearis","Species","CollomiaLinearis",99004617,87,47,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Comandra.umbellata","Bastard Toadflax","Comandra umbellata","Species","ComandraUmbellata",99004810,424,160,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Comarum.palustre","Marsh Cinquefoil","Comarum palustre","Species","ComarumPalustre",99003592,565,220,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Convolvulus.arvensis","Field Bindweed","Convolvulus arvensis","Species","ConvolvulusArvensis",99005048,47,15,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Conyza.canadensis","Canadian Horseweed","Conyza canadensis","Species","ConyzaCanadensis",99004557,151,65,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Coptis.trifolia","Goldthread","Coptis trifolia","Species","CoptisTrifolia",99004781,66,30,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Corallorhiza.maculata","Spotted Coralroot","Corallorhiza maculata","Species","CorallorhizaMaculata",99003819,77,53,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Corallorhiza.striata",NA,"Corallorhiza striata","Species","CorallorhizaStriata",99005157,16,11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Corallorhiza.trifida","Pale Coralroot","Corallorhiza trifida","Species","CorallorhizaTrifida",99003820,73,54,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Coreopsis.tinctoria","Common Tickseed","Coreopsis tinctoria","Species","CoreopsisTinctoria",99004559,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Coriandrum.sativum","Cilantro","Coriandrum sativum","Species","CoriandrumSativum",99005412,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Corispermum","Bugseeds","Corispermum","Genus","Corispermum",99004284,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Corispermum.americanum","American Bugseed","Corispermum americanum","Species","CorispermumAmericanum",99005361,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Cornus","Dogwoods","Cornus","Genus","Cornus",99004690,6,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Cornus.canadensis","Bunchberry","Cornus canadensis","Species","CornusCanadensis",99004691,2677,788,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Cornus.sericea","Red Osier Dogwood","Cornus sericea","Species","CornusSericea",99005301,806,322,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Corydalis","Corydalis","Corydalis","Genus","Corydalis",99004740,8,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Corydalis.aurea","Golden Corydalis","Corydalis aurea","Species","CorydalisAurea",99004741,28,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Corydalis.sempervirens","Pink Corydalis","Corydalis sempervirens","Species","CorydalisSempervirens",99004742,91,38,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Corylus.cornuta","Beaked Hazelnut","Corylus cornuta","Species","CorylusCornuta",99003466,278,98,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Cotoneaster.lucidus",NA,"Cotoneaster lucidus","Species","CotoneasterAcutifolius",99004919,6,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Crataegus.chrysocarpa","Round Leaved Hawthorn","Crataegus chrysocarpa","Species","CrataegusChrysocarpa",99003616,6,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Crepis","Hawk's Beards","Crepis","Genus","Crepis",99004560,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Crepis.elegans","Elegant Hawk's Beard","Crepis elegans","Species","CrepisElegans",99004566,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Crepis.occidentalis","Small Flowered Hawk's Beard","Crepis occidentalis","Species","CrepisOccidentalis",99004562,5,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Crepis.runcinata","Scapose Hawk's Beard","Crepis runcinata","Species","CrepisRuncinata",99004563,13,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Crepis.tectorum","Annual Hawk's Beard","Crepis tectorum","Species","CrepisTectorum",99004564,716,277,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Cryptantha.celosioides","Cocks Comb Cat's Eye","Cryptantha celosioides","Species","CryptanthaCelosioides",99002721,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Cryptantha.fendleri","Fendler's Cryptanthe","Cryptantha fendleri","Species","CryptanthaFendleri",99002720,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Cryptogramma.acrostichoides","Parsley Fern","Cryptogramma acrostichoides","Species","CryptogrammaAcrostichoides",17461,31,11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Cyclachaena.xanthiifolia","False Ragweed","Cyclachaena xanthiifolia","Species","CyclachaenaXanthiifolia",99005362,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Cynoglossum.officinale","Hound's Tongue","Cynoglossum officinale","Species","CynoglossumOfficinale",99002711,7,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Cypripedium","Lady's Slippers","Cypripedium","Genus","Cypripedium",99003823,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Cypripedium.acaule","Stemless Lady's Slipper","Cypripedium acaule","Species","CypripediumAcaule",99003824,10,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Cypripedium.parviflorum","Yellow Lady's Slipper","Cypripedium parviflorum","Species","CypripediumParviflorum",99003826,12,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Cypripedium.passerinum","Sparrow's Egg Lady's Slipper","Cypripedium passerinum","Species","CypripediumPasserinum",99003825,13,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Cystopteris.fragilis","Fragile Bladder Fern","Cystopteris fragilis","Species","CystopterisFragilis",17482,7,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Dactylis.glomerata","Orchard Grass","Dactylis glomerata","Species","DactylisGlomerata",99004010,119,48,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Dactylorhiza.viridis","Frog Orchid","Dactylorhiza viridis","Species","DactylorhizaViridis",99003361,58,33,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Dalea.candida",NA,"Dalea candida","Species","DaleaCandida",99003680,13,10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Dalea.purpurea","Purple Prairie Clover","Dalea purpurea","Species","DaleaPurpurea",99003682,92,40,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Danthonia.californica","California Oat Grass","Danthonia californica","Species","DanthoniaCalifornica",99004012,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Danthonia.intermedia","Intermediate Oat Grass","Danthonia intermedia","Species","DanthoniaIntermedia",99004013,34,15,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Danthonia.parryi","Parry's Oat Grass","Danthonia parryi","Species","DanthoniaParryi",99004014,13,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Danthonia.unispicata","One-Spike Oat Grass","Danthonia unispicata","Species","DanthoniaUnispicata",99003199,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Dasiphora.fruticosa","Shrubby Cinquefoil","Dasiphora fruticosa","Species","DasiphoraFruticosa",99003618,162,60,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Delphinium","Larkspurs","Delphinium","Genus","Delphinium",99004782,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Delphinium.bicolor","Low Larkspur","Delphinium bicolor","Species","DelphiniumBicolor",99004783,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Delphinium.glaucum","Tall Larkspur","Delphinium glaucum","Species","DelphiniumGlaucum",99004784,284,129,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Deschampsia.cespitosa","Tufted Hair Grass","Deschampsia cespitosa","Species","DeschampsiaCespitosa",99004016,249,100,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Descurainia.incana","Grey Tansy Mustard","Descurainia incana","Species","DescurainiaIncana",99002006,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Descurainia.pinnata","Green Tansy Mustard","Descurainia pinnata","Species","DescurainiaPinnata",99002005,23,9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Descurainia.sophia","Flixweed","Descurainia sophia","Species","DescurainiaSophia",99002004,544,212,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Dicentra.spectabilis","Bleeding Heart","Dicentra spectabilis","Species","DicentraSpectabilis",99004744,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Dichanthelium.acuminatum","Hot Springs Millet","Dichanthelium acuminatum","Species","DichantheliumAcuminatum",99004019,6,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Dieteria.canescens","Canescent Aster","Dieteria canescens","Species","DieteriaCanescens",99004568,6,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Diphasiastrum.alpinum","Alpine clubmoss","Diphasiastrum alpinum","Species","DiphasiastrumAlpinum",99005336,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Diphasiastrum.complanatum","Ground Cedar","Diphasiastrum complanatum","Species","DiphasiastrumComplanatum",99004866,244,121,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Diphasiastrum.sitchense","Ground Fir","Diphasiastrum sitchense","Species","DiphasiastrumSitchense",99004873,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Diplotaxis.muralis","Sand Rocket","Diplotaxis muralis","Species","DiplotaxisMuralis",99002032,9,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Distichlis.spicata","Salt Grass","Distichlis spicata","Species","DistichlisSpicata",99005308,91,35,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Doellingeria.umbellata",NA,"Doellingeria umbellata","Species","DoellingeriaUmbellata",99004571,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Draba","Drabas","Draba","Genus","Draba",99002018,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Draba.cana","Lance Leaf Draba","Draba cana","Species","DrabaCana",99002019,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Draba.nemorosa","Woods Draba","Draba nemorosa","Species","DrabaNemorosa",99002022,32,15,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Dracaena",NA,"Dracaena","Genus","Dracaena",208958,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Dracocephalum.parviflorum","American Dragonhead","Dracocephalum parviflorum","Species","DracocephalumParviflorum",99002690,79,32,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Drosera.anglica","Oblong-leaved Sundew","Drosera anglica","Species","DroseraAnglica",99002075,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Drosera.linearis","Slender Leaved Sundew","Drosera linearis","Species","DroseraLinearis",99002808,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Drosera.rotundifolia","Round-leaved Sundew","Drosera rotundifolia","Species","DroseraRotundifolia",99002076,265,107,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Dryas.drummondii","Yellow Mountain Avens","Dryas drummondii","Species","DryasDrummondii",99003620,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Dryas.hookeriana","White Mountain Avens","Dryas hookeriana","Species","DryasHookeriana",99004925,8,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Drymocallis.arguta","White Cinquefoil","Drymocallis arguta","Species","DrymocallisArguta",99003623,127,58,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Dryopteris","Shield Ferns","Dryopteris","Genus","Dryopteris",17519,8,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Dryopteris.carthusiana","Narrow Spinulose Shield Fern","Dryopteris carthusiana","Species","DryopterisCarthusiana",502157,140,71,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Dryopteris.expansa","Broad Spinulose Shield Fern","Dryopteris expansa","Species","DryopterisExpansa",17534,100,50,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Dryopteris.fragrans","Fragrant woodfern","Dryopteris fragrans","Species","DryopterisFragrans",99003214,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Echinochloa.crusgalli","Barnyard Grass","Echinochloa crusgalli","Species","EchinochloaCrusgalli",99005247,62,30,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Exotic",TRUE,NA
"Echinops","Globe Thistles","Echinops","Genus","Echinops",99005414,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Echinopsis.peruviana","Peruvian Torch Cactus","Echinopsis peruviana","Species","EchinopsisPeruviana",99005416,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Elaeagnus.angustifolia","Russian Olive","Elaeagnus angustifolia","Species","ElaeagnusAngustifolia",99003668,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Exotic",TRUE,NA
"Elaeagnus.commutata","Silverberry","Elaeagnus commutata","Species","ElaeagnusCommutata",99003669,155,63,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Elatine","Waterworts","Elatine","Genus","Elatine",99003536,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Eleocharis","Spike Rushes","Eleocharis","Genus","Eleocharis",99004204,12,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA
"Eleocharis.acicularis","Needle Spike Rush","Eleocharis acicularis","Species","EleocharisAcicularis",99004205,50,20,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Eleocharis.palustris.s.l.","Bald Spikerush","Eleocharis palustris s.l.","Species","EleocharisErythropoda",99004206,166,81,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Eleocharis.quinqueflora","Few Flowered Spike Rush","Eleocharis quinqueflora","Species","EleocharisQuinqueflora",99004208,4,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Elodea.canadensis","Canada Waterweed","Elodea canadensis","Species","ElodeaCanadensis",99005023,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Elyhordeum","Ryegrass-Oat Hybrid","Elyhordeum","Genus","Elyhordeum",99004022,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Elyhordeum.macounii","Macoun's Wild Rye","Elyhordeum macounii","Species","ElyhordeumMacounii",99004023,7,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Elyleymus.hirtiflorus","Hybrid wheatgrass","Elyleymus hirtiflorus","Species","ElyleymusHirtiflorus",99003984,14,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Elymus","Wild Ryes","Elymus","Genus","Elymus",99004024,18,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Elymus.albicans.lanceolatus","Awned Northern Wheat Grass","Elymus albicans/lanceolatus","Species","ElymusAlbicans",99004039,246,96,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Elymus.canadensis","Canada Wild Rye","Elymus canadensis","Species","ElymusCanadensis",99004026,12,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Elymus.elymoides","Brush Bottle Squirreltail","Elymus elymoides","Species","ElymusElymoides",99004028,6,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Elymus.glaucus","Smooth Wild Rye","Elymus glaucus","Species","ElymusGlaucus",99004030,11,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Elymus.repens","Quack Grass","Elymus repens","Species","ElymusRepens",99004034,584,220,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Exotic",TRUE,NA
"Elymus.trachycaulus","Slender Wheat Grass","Elymus trachycaulus","Species","ElymusTrachycaulus",99004037,701,275,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Elymus.violaceus","Broad-Glumed Wheat Grass","Elymus violaceus","Species","ElymusViolaceus",99004040,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Empetrum.nigrum","Crowberry","Empetrum nigrum","Species","EmpetrumNigrum",99004669,213,84,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Native",FALSE,NA
"Epilobium","Willowherb","Epilobium","Genus","Epilobium",99003558,34,17,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Epilobium.brachycarpum","Tall Willowherb","Epilobium brachycarpum","Species","EpilobiumBrachycarpum",99003215,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Epilobium.ciliatum","Northern Willowherb","Epilobium ciliatum","Species","EpilobiumCiliatum",99003559,262,131,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Epilobium.leptophyllum","Narrow Leaved Willowherb","Epilobium leptophyllum","Species","EpilobiumLeptophyllum",99003565,45,18,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Epilobium.palustre","Marsh Willowherb","Epilobium palustre","Species","EpilobiumPalustre",99003566,166,83,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Equisetum","Horsetails and Scouring Rushes","Equisetum","Genus","Equisetum",17148,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Equisetum.arvense","Common Horsetail","Equisetum arvense","Species","EquisetumArvense",17152,2095,713,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Equisetum.fluviatile","Swamp Horsetail","Equisetum fluviatile","Species","EquisetumFluviatile",17150,355,135,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Equisetum.hyemale","Common Scouring Rush","Equisetum hyemale","Species","EquisetumHyemale",17154,184,82,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Equisetum.laevigatum","Smooth Scouring Rush","Equisetum laevigatum","Species","EquisetumLaevigatum",17156,18,10,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Equisetum.palustre","Marsh Horsetail","Equisetum palustre","Species","EquisetumPalustre",17153,28,11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Equisetum.pratense","Meadow Horsetail","Equisetum pratense","Species","EquisetumPratense",17159,582,224,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Equisetum.scirpoides","Dwarf Scouring Rush","Equisetum scirpoides","Species","EquisetumScirpoides",17151,570,227,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Equisetum.sylvaticum","Woodland Horsetail","Equisetum sylvaticum","Species","EquisetumSylvaticum",17161,1900,600,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Native",FALSE,NA
"Equisetum.variegatum","Variegated Horsetail","Equisetum variegatum","Species","EquisetumVariegatum",17149,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Eremogone.congesta",NA,"Eremogone congesta","Species","EremogoneCongesta",99004337,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Ericameria.nauseosa",NA,"Ericameria nauseosa","Species","EricameriaNauseosa",99004575,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Erigeron","Fleabane","Erigeron","Genus","Erigeron",99004364,8,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA
"Erigeron.acris","Northern Daisy Fleabane","Erigeron acris","Species","ErigeronAcris",99004366,32,19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Erigeron.annuus","Annual fleabane","Erigeron annuus","Species","ErigeronAnnuus",99003216,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Erigeron.caespitosus","Tufted Fleabane","Erigeron caespitosus","Species","ErigeronCaespitosus",99004368,255,96,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Erigeron.compositus","Compound Leaved Fleabane","Erigeron compositus","Species","ErigeronCompositus",99004369,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Erigeron.elatus","Tall Fleabane","Erigeron elatus","Species","ErigeronElatus",99004370,9,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Erigeron.glabellus","Smooth Fleabane","Erigeron glabellus","Species","ErigeronGlabellus",99004371,120,51,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Native",FALSE,NA
"Erigeron.lonchophyllus","Short Ray Fleabane","Erigeron lonchophyllus","Species","ErigeronLonchophyllus",99004374,43,23,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Native",FALSE,NA
"Erigeron.nivalis",NA,"Erigeron nivalis","Species","ErigeronNivalis",99004365,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
"Erigeron.peregrinus","Wandering Daisy","Erigeron peregrinus","Species","ErigeronPeregrinus",99004375,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Native",FALSE,NA
