"sppid","species","scinam","rank","spp_code","tsnid","ndet","nsite","map.det","useavail.north","veghf.north","useavail.south","soilhf.south","map.pred","comments"
"Lophozia.collaris",NA,"Lophozia collaris","Species","LophoziaCollaris",99000995,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Lophozia.excisa",NA,"Lophozia excisa","Species","LophoziaExcisa",99000996,41,34,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Lophozia.gillmanii",NA,"Lophozia gillmanii","Species","LophoziaGillmanii",99000997,4,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Lophozia.grandiretis",NA,"Lophozia grandiretis","Species","LophoziaGrandiretis",99000998,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Lophozia.heterocolpos",NA,"Lophozia heterocolpos","Species","LophoziaHeterocolpos",99001000,68,64,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Lophozia.incisa",NA,"Lophozia incisa","Species","LophoziaIncisa",99001001,11,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Lophozia.laxa",NA,"Lophozia laxa","Species","LophoziaLaxa",99001002,20,18,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Lophozia.longidens",NA,"Lophozia longidens","Species","LophoziaLongidens",99001003,27,22,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Lophozia.longiflora",NA,"Lophozia longiflora","Species","LophoziaLongiflora",99000999,9,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Lophozia.obtusa",NA,"Lophozia obtusa","Species","LophoziaObtusa",99001004,5,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Lophozia.rutheana",NA,"Lophozia rutheana","Species","LophoziaRutheana",99001007,8,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Lophozia.ventricosa",NA,"Lophozia ventricosa","Species","LophoziaVentricosa",99001008,368,222,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Lophozia.wenzelii",NA,"Lophozia wenzelii","Species","LophoziaWenzelii",99001009,3,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Marchantia.polymorpha",NA,"Marchantia polymorpha","Species","MarchantiaPolymorpha",99001013,222,154,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
"Meesia.triquetra",NA,"Meesia triquetra","Species","MeesiaTriquetra",99001023,16,13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Meesia.uliginosa",NA,"Meesia uliginosa","Species","MeesiaUliginosa",99001024,62,37,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Microbryum.vlassovii",NA,"Microbryum vlassovii","Species","MicrobryumVlassovii",99000949,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Mnium.ambiguum",NA,"Mnium ambiguum","Species","MniumAmbiguum",99000899,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Mnium.blyttii",NA,"Mnium blyttii","Species","MniumBlyttii",99000901,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Mnium.lycopodioides",NA,"Mnium lycopodioides","Species","MniumLycopodioides",99001349,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Mnium.marginatum",NA,"Mnium marginatum","Species","MniumMarginatum",99000902,8,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Mnium.spinulosum",NA,"Mnium spinulosum","Species","MniumSpinulosum",99000903,225,160,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
"Mnium.thomsonii",NA,"Mnium thomsonii","Species","MniumThomsonii",99000904,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Moerckia.hibernica",NA,"Moerckia hibernica","Species","MoerckiaHibernica",99000906,4,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Mylia.anomala",NA,"Mylia anomala","Species","MyliaAnomala",99000908,382,211,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Myurella.julacea",NA,"Myurella julacea","Species","MyurellaJulacea",99000909,66,40,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Myurella.sibirica",NA,"Myurella sibirica","Species","MyurellaSibirica",99000910,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Myurella.tenerrima",NA,"Myurella tenerrima","Species","MyurellaTenerrima",99000911,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Nardia.geoscyphus",NA,"Nardia geoscyphus","Species","NardiaGeoscyphus",99000913,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Odontoschisma.denudatum",NA,"Odontoschisma denudatum","Species","OdontoschismaDenudatum",99000915,13,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Oncophorus.wahlenbergii",NA,"Oncophorus wahlenbergii","Species","OncophorusWahlenbergii",99000342,721,445,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
"Oreas.martiana",NA,"Oreas martiana","Species","OreasMartiana",99000922,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Orthothecium.chryseum",NA,"Orthothecium chryseum","Species","OrthotheciumChryseum",99000923,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Orthotrichum.affine",NA,"Orthotrichum affine","Species","OrthotrichumAffine",99000926,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Orthotrichum.elegans.speciosum",NA,"Orthotrichum elegans/speciosum","Species","OrthotrichumElegans",99001338,356,257,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
"Orthotrichum.laevigatum",NA,"Orthotrichum laevigatum","Species","OrthotrichumLaevigatum",99000931,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Orthotrichum.obtusifolium",NA,"Orthotrichum obtusifolium","Species","OrthotrichumObtusifolium",99000932,630,396,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
"Orthotrichum.pallens",NA,"Orthotrichum pallens","Species","OrthotrichumPallens",99000933,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Orthotrichum.pumilum",NA,"Orthotrichum pumilum","Species","OrthotrichumPumilum",99000936,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Orthotrichum.pylaisii",NA,"Orthotrichum pylaisii","Species","OrthotrichumPylaisii",99000937,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Paludella.squarrosa",NA,"Paludella squarrosa","Species","PaludellaSquarrosa",99000942,16,12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Palustriella.commutata",NA,"Palustriella commutata","Species","PalustriellaCommutata",99001345,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Palustriella.falcata",NA,"Palustriella falcata","Species","PalustriellaFalcata",99000728,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Pellia.endiviifolia",NA,"Pellia endiviifolia","Species","PelliaEndiviifolia",99000945,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Pellia.neesiana",NA,"Pellia neesiana","Species","PelliaNeesiana",99000947,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Philonotis.fontana",NA,"Philonotis fontana","Species","PhilonotisFontana",99000950,10,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Physcomitrium.hookeri",NA,"Physcomitrium hookeri","Species","PhyscomitriumHookeri",99000953,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Physcomitrium.pyriforme",NA,"Physcomitrium pyriforme","Species","PhyscomitriumPyriforme",99000954,11,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
"Plagiochila.asplenioides.porelloides",NA,"Plagiochila asplenioides/porelloides","Genus","Plagiochila",99000642,195,149,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Plagiomnium.ciliare",NA,"Plagiomnium ciliare","Species","PlagiomniumCiliare",99000958,38,29,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Plagiomnium.cuspidatum",NA,"Plagiomnium cuspidatum","Species","PlagiomniumCuspidatum",99000959,1221,603,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
"Plagiomnium.drummondii",NA,"Plagiomnium drummondii","Species","PlagiomniumDrummondii",99000960,397,269,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
"Plagiomnium.ellipticum",NA,"Plagiomnium ellipticum","Species","PlagiomniumEllipticum",99000961,637,419,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
"Plagiomnium.medium",NA,"Plagiomnium medium","Species","PlagiomniumMedium",99000962,228,167,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
"Plagiomnium.rostratum",NA,"Plagiomnium rostratum","Species","PlagiomniumRostratum",99000835,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Plagiothecium.denticulatum",NA,"Plagiothecium denticulatum","Species","PlagiotheciumDenticulatum",99000837,114,101,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Plagiothecium.laetum",NA,"Plagiothecium laetum","Species","PlagiotheciumLaetum",99000838,140,102,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Platydictya.jungermannioides",NA,"Platydictya jungermannioides","Species","PlatydictyaJungermannioides",99000839,43,37,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Platygyrium.repens",NA,"Platygyrium repens","Species","PlatygyriumRepens",99000841,236,168,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
"Pleurozium.schreberi",NA,"Pleurozium schreberi","Genus","Pleurozium",99000647,1937,822,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
"Pogonatum.dentatum",NA,"Pogonatum dentatum","Species","PogonatumDentatum",99000844,5,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Pohlia.bulbifera",NA,"Pohlia bulbifera","Species","PohliaBulbifera",99000850,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Pohlia.cruda",NA,"Pohlia cruda","Species","PohliaCruda",99000853,24,24,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
"Pohlia.longicollis",NA,"Pohlia longicollis","Species","PohliaLongicollis",99000858,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Pohlia.nutans",NA,"Pohlia nutans","Species","PohliaNutans",99000859,1725,789,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
"Pohlia.proligera",NA,"Pohlia proligera","Species","PohliaProligera",99000861,4,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Pohlia.wahlenbergii",NA,"Pohlia wahlenbergii","Species","PohliaWahlenbergii",99000863,22,21,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Polytrichum.commune",NA,"Polytrichum commune","Species","PolytrichumCommune",99000865,311,213,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Polytrichum.juniperinum",NA,"Polytrichum juniperinum","Species","PolytrichumJuniperinum",99000866,725,460,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
"Polytrichum.piliferum",NA,"Polytrichum piliferum","Species","PolytrichumPiliferum",99000870,235,129,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
"Polytrichum.strictum",NA,"Polytrichum strictum","Species","PolytrichumStrictum",99000872,656,392,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Preissia.quadrata",NA,"Preissia quadrata","Species","PreissiaQuadrata",99000879,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Pseudobryum.cinclidioides",NA,"Pseudobryum cinclidioides","Species","PseudobryumCinclidioides",99000880,7,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Pseudocalliergon.brevifolium",NA,"Pseudocalliergon brevifolium","Species","PseudocalliergonBrevifolium",99001110,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Pseudocalliergon.turgescens",NA,"Pseudocalliergon turgescens","Species","PseudocalliergonTurgescens",99000881,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Pseudocampylium.radicale",NA,"Pseudocampylium radicale","Species","PseudocampyliumRadicale",99001143,23,19,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA
"Pseudoleskea.patens",NA,"Pseudoleskea patens","Species","PseudoleskeaPatens",99000884,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Pseudoleskeella.tectorum",NA,"Pseudoleskeella tectorum","Species","PseudoleskeellaTectorum",99000888,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Pterigynandrum.filiforme",NA,"Pterigynandrum filiforme","Species","PterigynandrumFiliforme",99000889,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Pterygoneurum.kozlovii",NA,"Pterygoneurum kozlovii",NA,NA,NA,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Pterygoneurum.ovatum",NA,"Pterygoneurum ovatum","Species","PterygoneurumOvatum",99000890,15,13,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
"Pterygoneurum.subsessile",NA,"Pterygoneurum subsessile","Species","PterygoneurumSubsessile",99000891,10,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
"Ptilidium.californicum",NA,"Ptilidium californicum","Species","PtilidiumCalifornicum",99001394,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Ptilidium.ciliare",NA,"Ptilidium ciliare","Species","PtilidiumCiliare",99000892,492,293,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
"Ptilidium.pulcherrimum",NA,"Ptilidium pulcherrimum","Species","PtilidiumPulcherrimum",99000893,1439,674,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
"Ptilium.crista.castrensis",NA,"Ptilium crista-castrensis","Species","PtiliumCristacastrensis",99000894,1279,636,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
"Ptychostomum.weigelii",NA,"Ptychostomum weigelii","Species","PtychostomumWeigelii",99001239,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Pylaisia.polyantha",NA,"Pylaisia polyantha","Species","PylaisiaPolyantha",99000895,1465,692,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
"Radula.complanata",NA,"Radula complanata","Genus","Radula",99000668,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Rhizomnium.gracile",NA,"Rhizomnium gracile","Species","RhizomniumGracile",99000782,119,87,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Rhizomnium.magnifolium",NA,"Rhizomnium magnifolium","Species","RhizomniumMagnifolium",99000783,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Rhizomnium.pseudopunctatum",NA,"Rhizomnium pseudopunctatum","Species","RhizomniumPseudopunctatum",99000785,51,41,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Rhodobryum.ontariense",NA,"Rhodobryum ontariense","Species","RhodobryumOntariense",99000786,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Rhytidiadelphus.triquetrus",NA,"Rhytidiadelphus triquetrus","Species","RhytidiadelphusTriquetrus",99000791,19,18,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Rhytidium.rugosum",NA,"Rhytidium rugosum","Species","RhytidiumRugosum",99000793,4,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Riccardia.chamedryfolia",NA,"Riccardia chamedryfolia","Species","RiccardiaChamedryfolia",99000794,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Riccardia.latifrons",NA,"Riccardia latifrons","Species","RiccardiaLatifrons",99000795,135,111,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Riccardia.palmata",NA,"Riccardia palmata","Species","RiccardiaPalmata",99000797,36,27,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Riccia.cavernosa",NA,"Riccia cavernosa","Species","RicciaCavernosa",99000799,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Riccia.fluitans",NA,"Riccia fluitans","Species","RicciaFluitans",99000800,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Rosulabryum.flaccidum",NA,"Rosulabryum flaccidum","Species","RosulabryumFlaccidum",99001226,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Sanionia.uncinata",NA,"Sanionia uncinata","Genus","Sanionia",99000680,1551,762,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA
"Sarmentypnum.exannulatum",NA,"Sarmentypnum exannulatum","Species","SarmentypnumExannulatum",99000719,98,70,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Sarmentypnum.sarmentosum",NA,"Sarmentypnum sarmentosum","Species","SarmentypnumSarmentosum",99000805,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Sarmentypnum.tundrae",NA,"Sarmentypnum tundrae","Species","SarmentypnumTundrae",99000722,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Scapania.apiculata",NA,"Scapania apiculata","Species","ScapaniaApiculata",99000808,3,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Scapania.curta",NA,"Scapania curta","Species","ScapaniaCurta",99000811,4,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Scapania.cuspiduligera",NA,"Scapania cuspiduligera","Species","ScapaniaCuspiduligera",99000812,3,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Scapania.degenii",NA,"Scapania degenii","Species","ScapaniaDegenii",99000813,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Scapania.glaucocephala",NA,"Scapania glaucocephala","Species","ScapaniaGlaucocephala",99000814,193,128,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
"Scapania.irrigua",NA,"Scapania irrigua","Species","ScapaniaIrrigua",99000816,36,29,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Scapania.paludicola",NA,"Scapania paludicola","Species","ScapaniaPaludicola",99000820,12,11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Scapania.paludosa",NA,"Scapania paludosa","Species","ScapaniaPaludosa",99000821,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Scapania.praetervisa",NA,"Scapania praetervisa","Species","ScapaniaPraetervisa",99000818,10,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Scapania.saxicola",NA,"Scapania saxicola","Species","ScapaniaSaxicola",99001388,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Scapania.undulata",NA,"Scapania undulata","Species","ScapaniaUndulata",99000823,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Schistidium.apocarpum",NA,"Schistidium apocarpum","Species","SchistidiumApocarpum",99000825,5,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Schistidium.confertum",NA,"Schistidium confertum","Species","SchistidiumConfertum",99001339,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Schistidium.frigidum",NA,"Schistidium frigidum","Species","SchistidiumFrigidum",99001384,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Schistidium.rivulare",NA,"Schistidium rivulare","Species","SchistidiumRivulare",99000828,5,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
"Schistostega.pennata",NA,"Schistostega pennata","Species","SchistostegaPennata",99000831,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Scorpidium.cossonii",NA,"Scorpidium cossonii","Species","ScorpidiumCossonii",99000984,16,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Scorpidium.revolvens",NA,"Scorpidium revolvens","Species","ScorpidiumRevolvens",99000985,37,25,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Scorpidium.scorpioides",NA,"Scorpidium scorpioides","Species","ScorpidiumScorpioides",99000834,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Sphagnum.andersonianum",NA,"Sphagnum andersonianum","Species","SphagnumAndersonianum",99001341,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Sphagnum.angustifolium",NA,"Sphagnum angustifolium","Species","SphagnumAngustifolium",99000298,319,200,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Sphagnum.balticum",NA,"Sphagnum balticum","Species","SphagnumBalticum",99000735,8,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Sphagnum.capillifolium",NA,"Sphagnum capillifolium","Species","SphagnumCapillifolium",99000299,467,275,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Sphagnum.centrale",NA,"Sphagnum centrale","Species","SphagnumCentrale",99000300,28,21,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Sphagnum.compactum",NA,"Sphagnum compactum","Species","SphagnumCompactum",99000736,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Sphagnum.cuspidatum",NA,"Sphagnum cuspidatum","Species","SphagnumCuspidatum",99000738,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Sphagnum.fallax",NA,"Sphagnum fallax","Species","SphagnumFallax",99000301,21,17,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Sphagnum.fimbriatum",NA,"Sphagnum fimbriatum","Species","SphagnumFimbriatum",99000302,7,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Sphagnum.fuscum",NA,"Sphagnum fuscum","Species","SphagnumFuscum",99000303,475,247,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Sphagnum.girgensohnii",NA,"Sphagnum girgensohnii","Species","SphagnumGirgensohnii",99000304,38,32,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Sphagnum.isoviitae",NA,"Sphagnum isoviitae","Species","SphagnumIsoviitae",99001382,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Sphagnum.jensenii",NA,"Sphagnum jensenii","Species","SphagnumJensenii",99000305,7,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Sphagnum.lindbergii",NA,"Sphagnum lindbergii","Species","SphagnumLindbergii",99000739,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Sphagnum.magellanicum",NA,"Sphagnum magellanicum","Species","SphagnumMagellanicum",99000306,169,97,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Sphagnum.majus",NA,"Sphagnum majus","Species","SphagnumMajus",99000740,7,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Sphagnum.obtusum",NA,"Sphagnum obtusum","Species","SphagnumObtusum",99000741,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Sphagnum.riparium",NA,"Sphagnum riparium","Species","SphagnumRiparium",99000297,38,21,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Sphagnum.russowii",NA,"Sphagnum russowii","Species","SphagnumRussowii",99000307,95,78,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Sphagnum.squarrosum",NA,"Sphagnum squarrosum","Species","SphagnumSquarrosum",99000308,96,78,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Sphagnum.subsecundum",NA,"Sphagnum subsecundum","Species","SphagnumSubsecundum",99000743,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Sphagnum.teres",NA,"Sphagnum teres","Species","SphagnumTeres",99000309,54,41,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Sphagnum.warnstorfii",NA,"Sphagnum warnstorfii","Species","SphagnumWarnstorfii",99000310,240,167,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Sphagnum.wulfianum",NA,"Sphagnum wulfianum","Species","SphagnumWulfianum",99000311,17,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Splachnum.ampullaceum",NA,"Splachnum ampullaceum","Species","SplachnumAmpullaceum",99000744,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Splachnum.luteum",NA,"Splachnum luteum","Species","SplachnumLuteum",99000347,13,11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Splachnum.rubrum",NA,"Splachnum rubrum","Species","SplachnumRubrum",99000348,16,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Splachnum.sphaericum",NA,"Splachnum sphaericum","Species","SplachnumSphaericum",99000349,7,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Straminergon.stramineum",NA,"Straminergon stramineum","Species","StraminergonStramineum",99001249,139,103,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Syntrichia.norvegica.ruralis",NA,"Syntrichia norvegica/ruralis","Species","SyntrichiaNorvegica",99000770,263,143,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA
"Tayloria.serrata",NA,"Tayloria serrata","Species","TayloriaSerrata",99000751,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Tetraphis.pellucida",NA,"Tetraphis pellucida","Species","TetraphisPellucida",99000360,223,159,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Tetraplodon.angustatus",NA,"Tetraplodon angustatus","Species","TetraplodonAngustatus",99000351,49,46,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Tetraplodon.mnioides",NA,"Tetraplodon mnioides","Species","TetraplodonMnioides",99000352,15,14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Thuidium.delicatulum",NA,"Thuidium delicatulum","Species","ThuidiumDelicatulum",99000755,7,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Thuidium.recognitum",NA,"Thuidium recognitum","Species","ThuidiumRecognitum",99000757,405,291,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
"Timmia.austriaca",NA,"Timmia austriaca","Species","TimmiaAustriaca",99000758,16,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Timmia.megapolitana",NA,"Timmia megapolitana","Species","TimmiaMegapolitana",99000759,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Tomentypnum.falcifolium",NA,"Tomentypnum falcifolium","Species","TomentypnumFalcifolium",99000762,55,39,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Tomentypnum.nitens",NA,"Tomentypnum nitens","Species","TomentypnumNitens",99000763,687,378,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA
"Tortella.fragilis",NA,"Tortella fragilis","Species","TortellaFragilis",99000764,9,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Tortella.tortuosa",NA,"Tortella tortuosa","Species","TortellaTortuosa",99000766,6,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Tortula.acaulon",NA,"Tortula acaulon","Species","TortulaAcaulon",99000948,169,107,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA
