sppid,species,scinam,tsnid,ndet,nsite,map.det,useavail.north,veghf.north,useavail.south,soilhf.south,map.pred,comments,spp_code
Peltigera.canina,NA,Peltigera canina,99002173,592,419,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,PeltigeraCanina
Peltigera.castanea,NA,Peltigera castanea,99002537,7,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,PeltigeraCastanea
Peltigera.cinnamomea,NA,Peltigera cinnamomea,98300015,4,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,PeltigeraCinnamomea
Peltigera.collina,NA,Peltigera collina,99002338,20,17,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,PeltigeraCollina
Peltigera.conspersa.TGO,NA,Peltigera conspersa TGO,99003024,14,14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,PeltigeraConspersaTgo
Peltigera.degenii,NA,Peltigera degenii,99002947,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,PeltigeraDegenii
Peltigera.didactyla,NA,Peltigera didactyla,99002174,344,266,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,PeltigeraDidactyla
Peltigera.elisabethae,NA,Peltigera elisabethae,99002325,373,264,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,PeltigeraElisabethae
Peltigera.evansiana,NA,Peltigera evansiana,99002175,74,58,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,PeltigeraEvansiana
Peltigera.extenuata,NA,Peltigera extenuata,91393420,286,229,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,PeltigeraExtenuata
Peltigera.fuscoponojensis.TGO,NA,Peltigera fuscoponojensis TGO,99003160,8,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,PeltigeraFuscoponojensisTgo
Peltigera.hymenina,NA,Peltigera hymenina,99002538,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,PeltigeraHymenina
Peltigera.kristinssonii,NA,Peltigera kristinssonii,99002327,14,8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,PeltigeraKristinssonii
Peltigera.latiloba.s.l.,NA,Peltigera latiloba s.l.,99002948,38,32,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,PeltigeraLatiloba
Peltigera.lepidophora,NA,Peltigera lepidophora,99002176,23,23,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,PeltigeraLepidophora
Peltigera.leucophlebia,NA,Peltigera leucophlebia,99002328,859,467,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,PeltigeraLeucophlebia
Peltigera.malacea,NA,Peltigera malacea,99002329,306,193,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,PeltigeraMalacea
Peltigera.membranacea,NA,Peltigera membranacea,99002330,165,147,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,PeltigeraMembranacea
Peltigera.neckeri,NA,Peltigera neckeri,99002177,486,359,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,PeltigeraNeckeri
Peltigera.neopolydactyla.occidentalis,NA,Peltigera neopolydactyla/occidentalis,99002331,415,268,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,PeltigeraNeopolydactyla
Peltigera.neorufescens.TGO,NA,Peltigera neorufescens TGO,99003162,16,13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,PeltigeraNeorufescensTgo
Peltigera.polydactylon,NA,Peltigera polydactylon,99002539,22,21,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,PeltigeraPolydactylon
Peltigera.ponojensis,NA,Peltigera ponojensis,99002333,62,55,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,PeltigeraPonojensis
Peltigera.praetextata,NA,Peltigera praetextata,99002334,534,325,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,PeltigeraPraetextata
Peltigera.retifoveata,NA,Peltigera retifoveata,99002335,57,49,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,PeltigeraRetifoveata
Peltigera.rufescens,NA,Peltigera rufescens,99002336,386,282,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,PeltigeraRufescens
Peltigera.scabrosa,NA,Peltigera scabrosa,99002337,185,115,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,PeltigeraScabrosa
Peltigera.venosa,NA,Peltigera venosa,99002323,4,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,PeltigeraVenosa
Phaeocalicium.compressulum,NA,Phaeocalicium compressulum,99002540,114,73,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,PhaeocaliciumCompressulum
Phaeocalicium.flabelliforme,NA,Phaeocalicium flabelliforme,99002950,5,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,PhaeocaliciumFlabelliforme
Phaeocalicium.interruptum,NA,Phaeocalicium interruptum,99003420,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,PhaeocaliciumInterruptum
Phaeocalicium.polyporaeum,NA,Phaeocalicium polyporaeum,99003163,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,PhaeocaliciumPolyporaeum
Phaeocalicium.populneum,NA,Phaeocalicium populneum,99002541,218,137,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,PhaeocaliciumPopulneum
Phaeocalicium.praecedens,NA,Phaeocalicium praecedens,99002951,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,PhaeocaliciumPraecedens
Phaeophyscia.adiastola,NA,Phaeophyscia adiastola,99002178,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,PhaeophysciaAdiastola
Phaeophyscia.ciliata,NA,Phaeophyscia ciliata,99002302,14,11,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,PhaeophysciaCiliata
Phaeophyscia.constipata,NA,Phaeophyscia constipata,99002303,255,137,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,PhaeophysciaConstipata
Phaeophyscia.decolor,NA,Phaeophyscia decolor,99002952,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,PhaeophysciaDecolor
Phaeophyscia.hirsuta,NA,Phaeophyscia hirsuta,99002179,15,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,PhaeophysciaHirsuta
Phaeophyscia.hirtella,NA,Phaeophyscia hirtella,#N/A,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,#N/A
Phaeophyscia.kairamoi,NA,Phaeophyscia kairamoi,99002954,96,72,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,PhaeophysciaKairamoi
Phaeophyscia.nigricans,NA,Phaeophyscia nigricans,99002955,50,35,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,PhaeophysciaNigricans
Phaeophyscia.orbicularis,NA,Phaeophyscia orbicularis,99002304,567,314,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,PhaeophysciaOrbicularis
Phaeophyscia.pusilloides,NA,Phaeophyscia pusilloides,99002956,12,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,PhaeophysciaPusilloides
Phaeophyscia.sciastra,NA,Phaeophyscia sciastra,99002957,8,8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,PhaeophysciaSciastra
Phaeorrhiza.sareptana.nimbosa,NA,Phaeorrhiza sareptana/nimbosa,99004856,6,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,Phaeorrhiza
Physcia.adscendens,NA,Physcia adscendens,99002279,1639,751,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,PhysciaAdscendens
Physcia.aipolia.alnophila,NA,Physcia aipolia/alnophila,99002280,1111,570,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,PhysciaAipolia
Physcia.caesia,NA,Physcia caesia,99002281,34,31,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,PhysciaCaesia
Physcia.dimidiata,NA,Physcia dimidiata,99002958,13,13,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,PhysciaDimidiata
Physcia.dubia,NA,Physcia dubia,99002282,44,38,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,PhysciaDubia
Physcia.phaea,NA,Physcia phaea,99002285,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,PhysciaPhaea
Physcia.stellaris,NA,Physcia stellaris,99003026,8,7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,PhysciaGlebosusDlh
Physcia.stellaris.biziana,NA,Physcia stellaris/biziana,99002182,745,378,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,PhysciaBiziana
Physcia.subtilis,NA,Physcia subtilis,99002960,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,PhysciaSubtilis
Physconia.detersa.isidiigera,NA,Physconia detersa/isidiigera,99002318,66,55,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,PhysconiaDetersa
Physconia.enteroxantha,NA,Physconia enteroxantha,99002963,53,41,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,PhysconiaEnteroxantha
Physconia.grumosa,NA,Physconia grumosa,99002543,15,12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,PhysconiaGrumosa
Physconia.muscigena,NA,Physconia muscigena,99002319,314,140,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,PhysconiaMuscigena
Physconia.perisidiosa.labrata.TLE,NA,Physconia perisidiosa/labrata TLE,99003422,33,25,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,PhysconiaLabrata
Platismatia.glauca,NA,Platismatia glauca,99002243,136,93,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,PlatismatiaGlauca
Protopannaria.pezizoides,NA,Protopannaria pezizoides,99002544,14,13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ProtopannariaPezizoides
Pseudephebe.minuscula,NA,Pseudephebe minuscula,99002965,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,PseudephebeMinuscula
Pseudevernia.consocians,NA,Pseudevernia consocians,99003050,4,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,PseudeverniaConsocians
Psora.cerebriformis,NA,Psora cerebriformis,99002966,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,PsoraCerebriformis
Psora.himalayana,NA,Psora himalayana,99002967,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,PsoraHimalayana
Psoroma.hypnorum,NA,Psoroma hypnorum,99002968,7,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,PsoromaHypnorum
Punctelia.jeckeri.caseana,NA,Punctelia jeckeri/caseana,99002969,75,55,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,PuncteliaCaseana
Ramalina.dilacerata,NA,Ramalina dilacerata,99002204,1484,663,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,RamalinaDilacerata
Ramalina.obtusata,NA,Ramalina obtusata,99002186,127,92,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,RamalinaObtusata
Ramalina.pollinaria.grp.,NA,Ramalina pollinaria grp.,99002205,275,188,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,RamalinaFarinacea
Ramalina.sinensis,NA,Ramalina sinensis,99002184,123,84,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,RamalinaAmericana
Ramalina.sorediosinensis.DLH,NA,Ramalina sorediosinensis DLH,99003052,10,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,RamalinaSorediosinensisDlh
Ramalina.thrausta,NA,Ramalina thrausta,99002189,24,21,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,RamalinaThrausta
Rhizoplaca.chrysoleuca,NA,Rhizoplaca chrysoleuca,99002230,71,52,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,RhizoplacaChrysoleuca
Rhizoplaca.melanophthalma,NA,Rhizoplaca melanophthalma,99002231,134,82,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,RhizoplacaMelanophthalma
Rhizoplaca.subdiscrepans,NA,Rhizoplaca subdiscrepans,99002546,4,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,RhizoplacaSubdiscrepans
Solorina.saccata,NA,Solorina saccata,99000230,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,SolorinaSaccata
Solorina.spongiosa,NA,Solorina spongiosa,99005457,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,SolorinaSpongiosa
Sphinctrina.anglica,NA,Sphinctrina anglica,99002970,3,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,SphinctrinaAnglica
Spilonema.revertens,NA,Spilonema revertens,99004870,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,SpilonemaRevertens
Stenocybe.major,NA,Stenocybe major,99002971,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,StenocybeMajor
Stenocybe.pullatula,NA,Stenocybe pullatula,99002547,123,70,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,StenocybePullatula
Stereocaulon.spp.,NA,Stereocaulon spp.,99002201,162,103,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,Stereocaulon
Thamnolia.subuliformis,NA,Thamnolia subuliformis,99002974,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,ThamnoliaSubuliformis
Tuckermannopsis.americana,NA,Tuckermannopsis americana,99002255,1809,747,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,TuckermannopsisAmericana
Tuckermannopsis.chlorophylla,NA,Tuckermannopsis chlorophylla,99002256,81,57,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,TuckermannopsisChlorophylla
Tuckermannopsis.orbata,NA,Tuckermannopsis orbata,99002259,222,150,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,TuckermannopsisOrbata
Tuckermannopsis.platyphylla,NA,Tuckermannopsis platyphylla,91162445,32,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TuckermannopsisPlatyphylla
Tuckermannopsis.sepincola,NA,Tuckermannopsis sepincola,99002260,1027,468,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,TuckermannopsisSepincola
Umbilicaria.cylindrica,NA,Umbilicaria cylindrica,99003177,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,UmbilicariaCylindrica
Umbilicaria.deusta,NA,Umbilicaria deusta,99002975,6,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,UmbilicariaDeusta
Umbilicaria.hyperborea,NA,Umbilicaria hyperborea,99002550,16,10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,UmbilicariaHyperborea
Umbilicaria.muhlenbergii,NA,Umbilicaria muhlenbergii,99002190,40,16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,UmbilicariaMuhlenbergii
Umbilicaria.torrefacta,NA,Umbilicaria torrefacta,99002977,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,UmbilicariaTorrefacta
Umbilicaria.virginis,NA,Umbilicaria virginis,99002978,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,UmbilicariaVirginis
Usnea.cavernosa,NA,Usnea cavernosa,99002262,165,100,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,UsneaCavernosa
Usnea.glabrata,NA,Usnea glabrata,99002264,710,363,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,UsneaGlabrata
Usnea.hirta,NA,Usnea hirta,99002266,1598,678,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,UsneaHirta
Usnea.lapponica,NA,Usnea lapponica,99002267,1900,789,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,UsneaLapponica
Usnea.scabrata,NA,Usnea scabrata,99002268,1354,638,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,UsneaScabrata
Usnea.scabrata.f.dasopoga,NA,Usnea scabrata f. dasopoga,99002263,31,28,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,UsneaFilipendula
Usnea.silesiaca,NA,Usnea silesiaca,99005459,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,UsneaSilesiaca
Usnea.substerilis.subfloridana,NA,Usnea substerilis/subfloridana,99002270,1869,806,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,UsneaSubfloridana
Verrucariaceae,NA,Verrucariaceae,99002523,72,47,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,EndocarponPallidum
Vulpicida.canadensis,NA,Vulpicida canadensis,99003176,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,VulpicidaCanadensis
Vulpicida.pinastri,NA,Vulpicida pinastri,91359076,2397,930,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,VulpicidaPinastri
Vulpicida.tilesii,NA,Vulpicida tilesii,99002982,5,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,VulpicidaTilesii
Xanthomendoza.fallax,NA,Xanthomendoza fallax,94037608,391,227,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,XanthomendozaFallax
Xanthomendoza.fulva,NA,Xanthomendoza fulva,94037607,48,37,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,XanthomendozaFulva
Xanthomendoza.hasseana.montana,NA,Xanthomendoza hasseana/montana,94037602,266,147,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,XanthomendozaHasseana
Xanthoparmelia.camtschadalis,NA,Xanthoparmelia camtschadalis,99002551,195,94,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,XanthoparmeliaCamtschadalis
Xanthoparmelia.chlorochroa,NA,Xanthoparmelia chlorochroa,91345268,83,43,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,XanthoparmeliaChlorochroa
Xanthoparmelia.coloradoensis,NA,Xanthoparmelia coloradoensis,99002986,51,33,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,XanthoparmeliaColoradoensis
Xanthoparmelia.mexicana,NA,Xanthoparmelia mexicana,99003175,3,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,XanthoparmeliaMexicana
Xanthoparmelia.stenophylla,NA,Xanthoparmelia stenophylla,99002987,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,XanthoparmeliaStenophylla
Xanthoparmelia.subdecipiens,NA,Xanthoparmelia subdecipiens,99002552,13,11,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,XanthoparmeliaSubdecipiens
Xanthoparmelia.wyomingica,NA,Xanthoparmelia wyomingica,99000231,257,106,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,NA,XanthoparmeliaWyomingica
Xanthoria.candelaria,NA,Xanthoria candelaria,99002291,27,22,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,XanthoriaCandelaria
Xanthoria.elegans,NA,Xanthoria elegans,99002292,144,102,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,XanthoriaElegans
Xanthoria.polycarpa,NA,Xanthoria polycarpa,99002295,33,20,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,XanthoriaPolycarpa
Xanthoria.sorediata,NA,Xanthoria sorediata,99002988,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,XanthoriaSorediata
